machine_id,published,lifecycle_status,market,image_filename,image_alt_text,source_url,source_title,last_reviewed_date,notes,machine,manufacturer,country_of_manufacture,model_year,rated_hp,max_hp,max_hp_with_ipm,max_torque_nm,transmission,transmission_filter_tags,transmission_class,top_speed_filter,cylinders_filter,top_speed_kmh,wheelbase_mm,unladen_weight_kg,max_permissible_weight_40_kmh_kg,max_permissible_weight_50_kmh_kg,max_permissible_weight_60_kmh_kg,rated_hydraulic_flow_lpm,max_hydraulic_flow_lpm,max_scvs,rear_hitch_capacity_kg,front_hitch_capacity_kg,engine_capacity_l,number_of_cylinders,engine_manufacturer,cab_suspension,fuel_capacity_l,engine_stage_tier,adblue_tank_l,rear_pto_option,rear_pto_filter_tags
new-holland-t7-175-2024-au,TRUE,,AU,,,,,,,New Holland T7.175,New Holland,UK,2024,140,155,175,750,Range Command™ semi-powershift; Power Command™ full powershift; Auto Command™ CVT,Semi-powershift|Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2789,6800,11500,11500,,113 / 140 / 160,160,5 + 3,6616,3568,6.7,6,FPT Industrial,Optional Comfort Ride™,330,Tier 4B / Stage 4,48,540/1000 or 540/540E/1000 or 540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-190-2024-au,TRUE,,AU,,,,,,,New Holland T7.190,New Holland,UK,2024,150,165,190,805,Range Command™ semi-powershift; Power Command™ full powershift; Auto Command™ CVT,Semi-powershift|Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2789,6800,11500,11500,,113 / 140 / 160,160,5 + 3,6616,3568,6.7,6,FPT Industrial,Optional Comfort Ride™,330,Tier 4B / Stage 4,48,540/1000 or 540/540E/1000 or 540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-210-2024-au,TRUE,,AU,,,,,,,New Holland T7.210,New Holland,UK,2024,165,180,210,875,Range Command™ semi-powershift; Power Command™ full powershift; Auto Command™ CVT,Semi-powershift|Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2789,6800,11500,11500,,113 / 140 / 160,160,5 + 3,6616,3568,6.7,6,FPT Industrial,Optional Comfort Ride™,330,Tier 4B / Stage 4,48,540/1000 or 540/540E/1000 or 540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-225-2024-au,TRUE,,AU,,,,,,,New Holland T7.225,New Holland,UK,2024,180,200,225,940,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2789,6800,11500,11500,,113 / 140 / 160,160,5 + 3,6616,3568,6.7,6,FPT Industrial,Standard Comfort Ride™,330,Tier 4B / Stage 4,48,540/1000 or 540/540E/1000 or 540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-230-2025-au,TRUE,,AU,,,,,,,New Holland T7.230,New Holland,UK,2025,200,200,225,940,Power Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8000 / 8400,14400,14400,,120 / 150 / 170,170,5 + 3,,5925,6.7,6,FPT Industrial,Standard Comfort Ride™ / Optional Semi-active Comfort Ride™,465,Tier 3,,540/540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-245-2025-au,TRUE,,AU,,,,,,,New Holland T7.245,New Holland,UK,2025,220,220,245,1035,Power Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8000 / 8400,14400,14400,,120 / 150 / 170,170,5 + 3,,5925,6.7,6,FPT Industrial,Standard Comfort Ride™ / Optional Semi-active Comfort Ride™,465,Tier 3 / Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-260-2025-au,TRUE,,AU,,,,,,,New Holland T7.260,New Holland,UK,2025,240,240,260,1100,Power Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8000 / 8900,15000,15000,,120 / 150 / 170,170,5 + 3,,5925,6.7,6,FPT Industrial,Standard Comfort Ride™ / Optional Semi-active Comfort Ride™,465,Tier 3 / Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-270-2025-au,TRUE,,AU,,,,,,,New Holland T7.270,New Holland,UK,2025,260,260,270,1160,Power Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2884,8000 / 8900,15000,15000,,120 / 150 / 170,170,5 + 3,,5925,6.7,6,FPT Industrial,Standard Comfort Ride™ / Optional Semi-active Comfort Ride™,465,Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-300-2025-au,TRUE,,AU,,,,,,,New Holland T7.300,New Holland,UK,2025,280,280,300,1249,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2884,8000 / 8900,15000,15000,,120 / 150 / 170,170,5 + 3,,5925,6.7,6,FPT Industrial,Standard Comfort Ride™ / Optional Semi-active Comfort Ride™,465,Stage V,54,540/540E/1000/1000E,540E|540|1000E|1000
new-holland-t7-290-hd-2025-au,TRUE,,AU,,,,,,,New Holland T7.290 HD,New Holland,UK,2025,270,288,,1194,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2995,10500,16800,16800,,220,220,5 + 3,10305,6016,6.7,6,FPT Industrial,Standard Comfort Ride™,601,Stage V,96,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t7-315-hd-2025-au,TRUE,,AU,,,,,,,New Holland T7.315 HD,New Holland,UK,2025,300,313,,1282,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2995,10500,16800,16800,,220,220,5 + 3,10305,6016,6.7,6,FPT Industrial,Standard Comfort Ride™,601,Stage V,96,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t7-340-hd-2025-au,TRUE,,AU,,,,,,,New Holland T7.340 HD,New Holland,UK,2025,340,340,,1398,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2995,10500,16800,16800,,165 / 220,220,5 + 3,10305,6016,6.7,6,FPT Industrial,Standard Comfort Ride™,601,Stage V,96,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t7-360-xd-2025-uk,TRUE,,UK,,,,,,,New Holland T7.360 XD *UK SPEC*,New Holland,Austria,2025,360,360,,1616,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3190,12450,,18000,18000,220 / 360,360,5 + 3,,5800,8.7,6,FPT Industrial,Standard Comfort Ride™,680,Stage V,,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t7-390-xd-2025-uk,TRUE,,UK,,,,,,,New Holland T7.390 XD *UK SPEC*,New Holland,Austria,2025,390,390,,1750,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3190,12450,,18000,18000,220 / 360,360,5 + 3,,5800,8.7,6,FPT Industrial,Standard Comfort Ride™,680,Stage V,,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t7-440-xd-2025-uk,TRUE,,UK,,,,,,,New Holland T7.440 XD *UK SPEC*,New Holland,Austria,2025,435,435,,1851,Auto Command™ CVT,CVT / IVT / EVT,CVT / IVT / EVT,60,6,60,3190,12450,,18000,18000,220 / 360,360,5 + 3,,5800,8.7,6,FPT Industrial,Standard Comfort Ride™,680,Stage V,,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t8-320-2024-us,TRUE,,US,,,,,,,New Holland T8.320 *US SPEC*,New Holland,USA,2024,250,284,320,,Ultra Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3454,11182,,,,224 / 326,326,6 + 2,,5810,8.7,6,FPT Industrial,Optional semi-active Comfort Ride™,617,Tier 4B Final,99,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t8-350-2024-us,TRUE,,US,,,,,,,New Holland T8.350 *US SPEC*,New Holland,USA,2024,280,315,351,,Ultra Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3454,11370,,,,224 / 326,326,6 + 2,,5810,8.7,6,FPT Industrial,Optional semi-active Comfort Ride™,617,Tier 4B Final,99,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t8-380-2024-us,TRUE,,US,,,,,,,New Holland T8.380 *US SPEC*,New Holland,USA,2024,311,347,381,,Ultra Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3454,11370,,,,224 / 326,326,6 + 2,,5810,8.7,6,FPT Industrial,Optional semi-active Comfort Ride™,617,Tier 4B Final,99,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t8-410-2024-us,TRUE,,US,,,,,,,New Holland T8.410 *US SPEC*,New Holland,USA,2024,340,374,409,,Ultra Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3555,12473,,,,224 / 326,326,6 + 2,,5810,8.7,6,FPT Industrial,Optional semi-active Comfort Ride™,617,Tier 4B Final,99,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t8-435-2024-us,TRUE,,US,,,,,,,New Holland T8.435 *US SPEC*,New Holland,USA,2024,380,417,435,,Ultra Command™ full powershift; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,3555,13198,,,,224 / 326,326,6 + 2,,5810,8.7,6,FPT Industrial,Optional semi-active Comfort Ride™,617,Tier 4B Final,99,540E / 1000 / 1000E,540E|540|1000E|1000
new-holland-t9-470-2025-au,TRUE,,AU,,,,,,,New Holland T9.470,New Holland,USA,2025,425,467,,,Ultra Command™ full-powershift 16F/2R; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3759,18507,25401,,,159 / 216 or 371 / 428,428,Up to 8 Rear,9071,,12.9,6,FPT Cursor 13,4-point Comfort Ride™ cab suspension,1170,Tier II,,1000,1000
new-holland-t9-520-2025-au,TRUE,,AU,,,,,,,New Holland T9.520,New Holland,USA,2025,475,522,,,Ultra Command™ full-powershift 16F/2R; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3759,18507,25401,,,159 / 216 or 371 / 428,428,Up to 8 Rear,9071,,12.9,6,FPT Cursor 13,4-point Comfort Ride™ cab suspension,1170,Tier II,,1000,1000
new-holland-t9-580-2025-au,TRUE,,AU,,,,,,,New Holland T9.580,New Holland,USA,2025,525,578,,,Ultra Command™ full-powershift 16F/2R; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3759,18507,25401,,,159 / 216 or 371 / 428,428,Up to 8 Rear,9071,,12.9,6,FPT Cursor 13,4-point Comfort Ride™ cab suspension,1170,Tier II,,1000,1000
new-holland-t9-615-2025-au,TRUE,,AU,,,,,,,New Holland T9.615,New Holland,USA,2025,555,614,,,Ultra Command™ full-powershift 16F/2R; Auto Command™ CVT,Full powershift|CVT / IVT / EVT,Mixed (CVT + stepped),40,6,40,3911,21012,27215,,,159 / 216 or 371 / 428,428,Up to 8 Rear,10319,,12.9,6,FPT Cursor 13,4-point Comfort Ride™ cab suspension,1666,Tier II,,1000,1000
new-holland-t9-655-2025-au,TRUE,,AU,,,,,,,New Holland T9.655,New Holland,USA,2025,595,656,,,Ultra Command™ full-powershift 16F/2R,Full powershift,Powershift / Semi-powershift,40,6,40,3911,22828,30391,,,159 / 216 or 371 / 428,428,Up to 8 Rear,10319,,12.9,6,FPT Cursor 13,4-point Comfort Ride™ cab suspension,1666,Tier II,,1000,1000
new-holland-t9-700-2025-au,TRUE,,AU,,,,,,,New Holland T9.700,New Holland,USA,2025,645,699,,,Ultra Command™ full-powershift 16F/2R,Full powershift,Powershift / Semi-powershift,40,6,40,3911,22828,30391,,,159 / 216 or 371 / 428,428,Up to 8 Rear,10319,,12.9,6,FPT Cursor 13,4-point Comfort Ride™ cab suspension,1666,Tier II,,1000,1000
claas-arion-410-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 410,CLAAS,France,2025,90,90,,405,QUADRISHIFT 16x16,Semi-powershift,Powershift / Semi-powershift,40,4,40,2489,4800,8500,,,60 / 100 / 110 / 150,150,5 rear,3200,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional,140,Stage V,17,540 / 540E / 1000,540E|540|1000
claas-arion-420-420-m-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 420 / 420 M,CLAAS,France,2025,100,100,,434,QUADRISHIFT 16x16,Semi-powershift,Powershift / Semi-powershift,40,4,40,2489,4800,8500,,,60 / 100 / 110 / 150,150,5 rear,3200,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional; 5‑pillar cab on M,140,Stage V,17,540 / 540E / 1000,540E|540|1000
claas-arion-430-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 430,CLAAS,France,2025,115,115,,505,QUADRISHIFT 16x16; HEXASHIFT 24x24,Semi-powershift,Powershift / Semi-powershift,40,4,40,2525,5200,9000,,,60 / 100 / 110 / 150,150,5 rear,4200 / 4700,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional,190,Stage V,22,540 / 540E / 1000,540E|540|1000
claas-arion-440-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 440,CLAAS,France,2025,115,115,125,539,QUADRISHIFT 16x16; HEXASHIFT 24x24,Semi-powershift,Powershift / Semi-powershift,40,4,40,2525,5200,9000,,,60 / 100 / 110 / 150,150,5 rear,4200 / 4700,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional,190,Stage V,22,540 / 540E / 1000,540E|540|1000
claas-arion-450-450-m-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 450 / 450 M,CLAAS,France,2025,125,125,135,573,QUADRISHIFT 16x16; HEXASHIFT 24x24,Semi-powershift,Powershift / Semi-powershift,40,4,40,2525,5300,9000,,,60 / 100 / 110 / 150,150,5 rear,4200 / 4700,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional; 5‑pillar cab on M,190,Stage V,22,540 / 540E / 1000,540E|540|1000
claas-arion-460-460-m-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 460 / 460 M,CLAAS,France,2025,135,135,145,615,QUADRISHIFT 16x16; HEXASHIFT 24x24,Semi-powershift,Powershift / Semi-powershift,40,4,40,2525,5300,9000,,,60 / 100 / 110 / 150,150,5 rear,4200 / 4700,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional; 5‑pillar cab on M,190,Stage V,22,540 / 540E / 1000,540E|540|1000
claas-arion-470-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 470,CLAAS,France,2025,145,145,155,631,QUADRISHIFT 16x16; HEXASHIFT 24x24,Semi-powershift,Powershift / Semi-powershift,40,4,40,2525,5300,9000,,,60 / 100 / 110 / 150,150,5 rear,4200 / 4700,2800,4.5,4,FPT Industrial,Mechanical cab suspension optional,190,Stage V,22,540 / 540E / 1000,540E|540|1000
claas-arion-510-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 510,CLAAS,France,2025,125,125,,562,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2564,5950,10250,10250,,110,110,4 Rear + 2 Mid,5100,4000,4.5,4,John Deere,Mechanical cab suspension in base,242,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-530-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 530,CLAAS,France,2025,145,145,,619,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2564,6000,10250,10250,,110,110,4 Rear + 2 Mid,5100,4000,4.5,4,John Deere,Mechanical cab suspension in base,242,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-550-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 550,CLAAS,France,2025,165,165,,697,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2564,6410,11000,11000,,110,110,4 Rear + 2 Mid,5100,4000,4.5,4,John Deere,Mechanical cab suspension in base,242,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-570-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 570,CLAAS,France,2025,180,180,,730,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,4,50,2564,6824,11000,11000,,110,110,4 Rear + 2 Mid,5100,4000,4.5,4,John Deere,Mechanical cab suspension in base,242,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-610-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 610,CLAAS,France,2025,145,145,,640,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2820,6530,10250,10250,,110,110,4 Rear + 2 Mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,367,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-630-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 630,CLAAS,France,2025,165,165,,703,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2820,6740,11000,11000,,110,110,4 Rear + 2 Mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,367,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-650-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 650,CLAAS,France,2025,185,185,,754,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2820,6980,12500,12500,,110,110,4 Rear + 2 Mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,367,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-660-2025-au,TRUE,,AU,,,,,,,CLAAS ARION 660,CLAAS,France,2025,185,185,205,849,HEXASHIFT; CMATIC,Semi-powershift|CVT / IVT / EVT,Mixed (CVT + stepped),50,6,50,2820,7860,12500,12500,,110,110,4 Rear + 2 Mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,367,Stage V,,540/1000 or 540/540E/1000/1000E,540E|540|1000E|1000
claas-arion-6-140-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS ARION 6.140 CMATIC,CLAAS,France,2026,145,145,,640,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2820,7470,10250,10250,,110 / 150,150,4 rear + 2 mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,370,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-arion-6-160-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS ARION 6.160 CMATIC,CLAAS,France,2026,165,165,,703,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2820,7600,11000,11000,,110 / 150,150,4 rear + 2 mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,370,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-arion-6-190-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS ARION 6.190 CMATIC,CLAAS,France,2026,185,185,205,849,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,2820,8335,12500,12500,,150,150,4 rear + 2 mid,5100,4000,6.8,6,John Deere,Mechanical cab suspension in base,370,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-axion-820-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 820 CMATIC,CLAAS,France,2024,205,215,,,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3000,9450,16000,16000,,205,205,5 rear + 3 mid,,5800,6.7,6,FPT,Hydraulic cab suspension,454,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-axion-840-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 840 CMATIC,CLAAS,France,2024,225,235,,,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3000,9450,16000,16000,,205,205,5 rear + 3 mid,,5800,6.7,6,FPT,Hydraulic cab suspension,454,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-axion-860-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 860 CMATIC,CLAAS,France,2024,250,264,,,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3000,9450,16000,16000,,205,205,5 rear + 3 mid,,5800,6.7,6,FPT,Hydraulic cab suspension,454,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-axion-880-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 880 CMATIC,CLAAS,France,2024,270,280,295,,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3000,9450,16000,16000,,205,205,5 rear + 3 mid,,5800,6.7,6,FPT,Hydraulic cab suspension,454,Stage V,,540 / 540E / 1000 / 1000E,540E|540|1000E|1000
claas-axion-920-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 920 CMATIC,CLAAS,France,2024,320,325,,1600,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13000,18000,18000,,150 / 220,220,6 rear + 2 front,7520,6513,8.7,6,FPT,Hydraulic cab suspension,640,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-930-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 930 CMATIC,CLAAS,France,2024,350,355,,1695,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13000,18000,18000,,150 / 220,220,6 rear + 2 front,7520,6513,8.7,6,FPT,Hydraulic cab suspension,640,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-930-terra-trac-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 930 TERRA TRAC,CLAAS,France,2024,350,355,,1695,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,2950,17000,22000,,,150 / 220,220,6 rear + 2 front,7490,6513,8.7,6,FPT,Hydraulic cab suspension,860,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-940-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 940 CMATIC,CLAAS,France,2024,380,385,,1770,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13500,18000,18000,,150 / 220,220,6 rear + 2 front,7690,6513,8.7,6,FPT,Hydraulic cab suspension,640,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-950-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 950 CMATIC,CLAAS,France,2024,405,410,,1820,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13500,18000,18000,,150 / 220,220,6 rear + 2 front,7690,6513,8.7,6,FPT,Hydraulic cab suspension,640,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-960-cmatic-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 960 CMATIC,CLAAS,France,2024,440,445,,1860,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13500,18000,18000,,150 / 220,220,6 rear + 2 front,7690,6513,8.7,6,FPT,Hydraulic cab suspension,640,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-960-terra-trac-2024-au,TRUE,,AU,,,,,,,CLAAS AXION 960 TERRA TRAC,CLAAS,France,2024,440,445,,1860,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,2950,17000,22000,,,150 / 220,220,6 rear + 2 front,7490,6513,8.7,6,FPT,Hydraulic cab suspension,860,Stage V,,1000 or 540E/1000 or 1000/1000E,540E|540|1000E|1000
claas-axion-9-330-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.330 CMATIC,CLAAS,France,2026,317,326,,1571,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13500,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,712,Stage V,,,
claas-axion-9-360-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.360 CMATIC,CLAAS,France,2026,351,360,,1667,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,13500,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,712,Stage V,,,
claas-axion-9-360-terra-trac-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.360 TERRA TRAC,CLAAS,France,2026,351,360,,1667,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,2950,17500,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,860,Stage V,,,
claas-axion-9-390-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.390 CMATIC,CLAAS,France,2026,385,394,,1767,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,14000,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,712,Stage V,,,
claas-axion-9-420-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.420 CMATIC,CLAAS,France,2026,409,419,,1801,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,14000,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,712,Stage V,,,
claas-axion-9-450-cmatic-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.450 CMATIC,CLAAS,France,2026,439,448,,1850,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3150,14000,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,712,Stage V,,,
claas-axion-9-450-terra-trac-2026-au,TRUE,,AU,,,,,,,CLAAS AXION 9.450 TERRA TRAC,CLAAS,France,2026,439,448,,1850,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,2950,17500,,,,"220, 370 (220+150)",370,6 rear + 2 front,,,8.7,6,FPT,Hydraulic cab suspension,860,Stage V,,,
claas-xerion-4500-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 4500 TRAC,CLAAS,Germany,2025,475,490,,2400,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3600,16000,,,,197 / 422,422,8 rear + 2 diverted to front,10000,,12.8,6,Mercedes-Benz,4-point cab suspension,830,,,1000,1000
claas-xerion-5000-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 5000 TRAC,CLAAS,Germany,2025,496,530,,2600,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,50,6,50,3600,16000,,,,197 / 422,422,8 rear + 2 diverted to front,10000,,12.8,6,Mercedes-Benz,4-point cab suspension,830,,,1000,1000
claas-xerion-12-540-terra-trac-2025-au,TRUE,,AU,,,,,,,CLAAS XERION 12.540 TERRA TRAC,CLAAS,Germany,2025,537,544,,2700,CMATIC (CVT),CVT / IVT / EVT,CVT / IVT / EVT,40,6,40,3600,25400,,,,220 / 445 / 537,537,8 rear,10000,,15.6,6,Mercedes-Benz,4-point cab suspension,1500,Stage 3,,1000,1000
